Column1,Q-1-a-1,Q-1-a-2,Q-1-a-3,Q-1-b-1,Q-1-b-2,Q-1-b-3,Q-1-c-1,Q-1-c-2,Q-1-c-3,Q-2-a-1,Q-2-a-2,Q-2-a-3,Q-2-b-1,Q-2-b-2,Q-2-b-3,Q-2-c-1,Q-2-c-2,Q-2-c-3,Q-3-a-1,Q-3-a-2,Q-3-a-3,Q-3-b-1,Q-3-b-2,Q-3-b-3,Q-3-c-1,Q-3-c-2,Q-3-c-3,Q-4-a-1,Q-4-a-2,Q-4-a-3,Q-4-b-1,Q-4-b-2,Q-4-b-3,Q-4-c-1,Q-4-c-2,Q-4-c-3,Q-5-a-1,Q-5-a-2,Q-5-a-3,Q-5-b-1,Q-5-b-2,Q-5-b-3,Q-5-c-1,Q-5-c-2,Q-5-c-3,Other,Column2
38378549,2,0,10,2,10,None,0,1,None,4,0,10,4,10,Includes the broad outcome category,0,1,None,2,0,10,2,10,None,0,1,None,2,0,10,2,10,None,0,1,None,5,0,10,5,10,None,0,1,None,,deepseek
38378549,2,0,10,2,10,None,0,1,None,3,0,10,3,10,None,0,1,None,2,0,10,2,10,None,0,1,None,2,0,10,2,10,None,0,1,None,5,0,10,5,10,None,0,1,None,,o4-mini
38378549,7,0,10,7,10,includes exposure subcategories,0,1,None,4,0,10,4,10,includes broad outcome category,0,1,None,2,0,10,2,10,None,0,1,None,2,0,10,2,10,None,0,1,None,5,0,10,5,10,None,0,1,None,,gpt4-1
38378549,2,0,10,2,10,None,0,1,None,3,0,10,3,10,None,0,1,None,3,0,10,3,10,None,0,1,None,2,0,10,2,10,None,0,1,None,5,0,10,5,10,None,0,1,None,,gpt_4o
38378549,7,0,10,7,10,includes exposure subcategories ,0,1,None,3,0,10,3,10,None,0,1,None,2,0,10,2,10,None,0,1,None,2,0,10,2,10,More detailed on GWAS,0,1,None,5,0,10,5,10,None,0,1,None,,gpt_5
38378549,7,0,10,7,10,includes exposure subcategories,0,1,None,3,0,10,3,10,None,0,1,None,2,0,10,2,10,None,0,1,None,2,0,10,2,10,More detailed on GWAS,0,1,None,5,0,10,5,10,None,0,1,None,,gpt_5mini
38179450,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,7,1,9,6,10,None,2,4,Missing two methods (metaanalysis and LOO),1,0,10,1,10,Dataset characteristics,0,1,None,4,0,10,4,10,None,0,1,None,,llama3
38179450,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,7,1,9,6,10,None,2,4,Missing two methods (metaanalysis and LOO),1,0,10,1,10,Dataset characteristics,0,1,None,4,0,10,4,10,None,0,1,None,,llama3-2
38179450,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,8,1,9,7,10,Added external validation dataset as a method,1,2,Missing LOO,1,0,10,1,10,Not provided population in abstract,0,1,None,4,0,10,4,10,None,0,1,None,,deepseek
38179450,4,0,10,4,10,Breaks down the trait to specific microbiome,0,1,None,1,0,10,1,10,None,0,1,None,7,0,10,7,10,None,2,4,Missing LOO,1,0,10,1,10,Empty list for population because its absent,0,1,None,4,0,10,4,10,None,0,1,None,,o4-mini
38179450,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,7,0,10,7,10,None,2,4,Missing LOO,1,0,10,1,10,Empty list for population because its absent,0,1,None,4,0,10,4,10,None,0,1,None,,gpt4-1
38179450,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,3,0,10,3,10,None,5,7,Missing details on methodssubcategories ,1,0,10,1,10,Patient description,0,1,None,4,0,10,4,10,None,0,1,None,,gpt_4o
38179450,5,0,10,5,10,Breaks down the trait to specific microbiome and broad category,0,1,None,1,0,10,1,10,None,0,1,None,10,1,9,9,10,A validation dataset,0,1,None,1,0,10,1,10,More details on GWAs,0,1,None,4,0,10,4,10,None,0,1,None,,gpt_5
38179450,5,0,10,5,10,Breaks down the trait to specific microbiome and broad category,0,1,None,1,0,10,1,10,None,0,1,None,10,1,9,9,10,A validation dataset,0,1,None,1,0,10,1,10,More details on GWAS,0,1,None,4,0,10,4,10,None,0,1,None,,gpt_5mini
30707692,1,0,10,1,10,None,0,1,None,3,0,10,3,10,None,1,3,Missing one trivial trait,2,0,10,2,10,None,0,1,None,1,0,10,1,10,None,0,1,None,3,0,10,3,10,None,1,2,None,,llama3
30707692,1,0,10,1,10,None,0,1,None,3,0,10,3,10,None,1,3,Missing one trivial trait,2,0,10,2,10,None,0,1,None,1,0,10,1,10,None,0,1,None,4,0,10,4,10,None,0,1,None,,llama3-2
30707692,1,0,10,1,10,None,0,1,None,4,0,10,4,10,None,0,1,None,2,0,10,2,10,None,0,1,None,2,1,9,1,10,None,0,1,None,3,0,10,3,10,None,1,2,None,,deepseek
30707692,1,0,10,1,10,None,0,1,None,4,0,10,4,10,None,0,1,None,2,0,10,2,10,None,0,1,None,1,0,10,1,10,None,0,1,None,3,0,10,3,10,None,1,2,None,,o4-mini
30707692,1,0,10,1,10,None,0,1,None,4,0,10,4,10,None,0,1,None,3,1,9,2,10,None,0,1,None,1,0,10,1,10,None,0,1,None,4,0,10,4,10,None,0,1,None,,gpt4-1
30707692,1,0,10,1,10,None,0,1,None,3,0,10,3,10,None,1,3,Missing one trivial trait,2,0,10,2,10,None,0,1,None,1,0,10,1,10,None,0,1,None,4,0,10,4,10,None,0,1,None,,gpt_4o
30707692,1,0,10,1,10,None,0,1,None,4,0,10,4,10,None,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,None,0,1,None,4,0,10,4,10,None,0,1,None,,gpt_5
30707692,1,0,10,1,10,None,0,1,None,4,0,10,4,10,None,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,None,0,1,None,4,0,10,4,10,None,0,1,None,,gpt_5mini
35992145,4,0,10,4,10,None,0,1,None,1,0,10,1,10,None,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,None,0,1,None,2,0,10,2,10,None,3,5,Missing null results,Bidirectional MR considered the outcome as an exposure,llama3
35992145,4,0,10,4,10,None,0,1,None,1,0,10,1,10,None,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,None,0,1,None,5,0,10,5,10,None,0,1,None,Bidirectional MR considered the outcome as an exposure,llama3-2
35992145,3,0,10,3,10,None,0,1,None,1,0,10,1,10,None,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,None,0,1,None,2,0,10,2,10,None,3,5,Missing null results,Did not consider outcome as exposure despite the use of Bidirectional MR,deepseek
35992145,4,0,10,4,10,None,0,1,None,4,0,10,4,10,None,0,1,None,4,0,10,4,10,None,0,1,None,1,0,10,1,10,None,0,1,None,2,0,10,2,10,None,3,5,Missing null results,Bidirectional MR well handled,o4-mini
35992145,4,0,10,4,10,None,0,1,None,4,0,10,4,10,None,0,1,None,5,0,10,5,10,None,0,1,None,1,0,10,1,10,None,0,1,None,3,0,10,3,10,None,2,3,reports one blacket null result,Bidirectional MR well handled,gpt4-1
35992145,2,0,10,2,10,None,2,5,Collapsed the exposures to broad categories,2,0,10,2,10,None,2,5,Collapsed into broad categories,3,0,10,3,10,None,0,1,None,1,0,10,1,10,None,0,1,None,2,0,10,2,10,None,3,5,Missing null results,"Collapsed exposures and outcomes into broad categories, retructing to just title onle",gpt_4o
35992145,4,0,10,4,10,None,0,1,None,4,0,10,4,10,None,0,1,None,5,0,10,5,10,None,0,1,None,1,0,10,1,10,None,0,1,None,5,0,10,5,10,None,0,1,None,Bidirectional MR well handled,gpt_5
35992145,4,0,10,4,10,None,0,1,None,4,0,10,4,10,None,0,1,None,6,0,10,6,10,None,0,1,None,1,0,10,1,10,More details on GWAS,0,1,None,5,0,10,5,10,None,0,1,None,Bidirectional MR well handled,gpt_5mini
38622701,3,0,10,3,10,None,0,1,None,1,0,10,1,10,None,0,1,None,2,0,10,2,10,None,5,7,missing sensitivity analyses methods,1,0,10,1,10,No ancestry mentioned but dataset characteristics,0,1,None,10,0,10,10,10,None,0,1,None,Extracted only three specific exposures,llama3
38622701,4,0,10,4,10,None,0,1,None,1,0,10,1,10,None,0,1,None,2,0,10,2,10,None,5,7,missing sensitivity analyses methods,1,0,10,1,10,No ancestry mentioned but dataset characteristics,0,1,None,13,0,10,13,10,None,0,1,None,Extracted only three specific exposures,llama3-2
38622701,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,2,0,10,2,10,None,5,7,missing sensitivity analyses methods,1,0,10,1,10,No population mentioned,0,1,None,10,0,10,10,10,None,0,1,None,Extracted the general exposure of lipidomes,deepseek
38622701,10,0,10,10,10,Includes subcategories,0,1,None,3,0,10,3,10,Includes subcategories ER+ and ER-,0,1,None,7,0,10,7,10,None,0,1,None,1,0,10,1,10,No population mentioned,0,1,None,8,0,10,8,10,None,0,1,None,,o4-mini
38622701,9,0,10,9,10,None,0,1,None,3,0,10,3,10,Includes subcategories ER+ and ER-,0,1,None,7,0,10,7,10,None,0,1,None,1,0,10,1,10,No ancestry mentioned but dataset characteristics,0,1,None,10,0,10,10,10,None,0,1,None,,gpt4-1
38622701,4,0,10,4,10,None,0,1,None,1,0,10,1,10,None,0,1,None,3,0,10,3,10,None,4,6,Missing specific sensitivity and Bayesian method,0,0,1,1,1,Did not extract,1,10,Missing to report population as an output,8,0,10,8,10,None,0,1,None,,gpt_4o
38622701,10,0,10,10,10,Includes subcategories,0,1,None,3,0,10,3,10,Includes subcategories ER+ and ER-,0,1,None,7,0,10,7,10,None,0,1,None,1,0,10,1,10,No ancestry mentioned but dataset characteristics,0,1,None,14,0,10,14,10,None,0,1,None,,gpt_5
38622701,10,0,10,10,10,Includes subcategories,0,1,None,3,0,10,3,10,Includes subcategories ER+ and ER-,0,1,None,7,0,10,7,10,None,0,1,None,1,0,10,1,10,No ancestry mentioned but dataset characteristics,0,1,None,15,0,10,15,10,None,0,1,None,,gpt_5mini
31661179,1,0,10,1,10,None,0,1,None,4,0,10,4,10,None,0,1,None,2,0,10,2,10,None,0,1,None,1,0,10,1,10,No ancestry mentioned but dataset characteristics,0,1,None,6,0,10,6,10,None,0,1,None,,llama3
31661179,1,0,10,1,10,None,0,1,None,4,0,10,4,10,None,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,More details on GWAS,0,1,None,6,0,10,6,10,None,0,1,None,,llama3-2
31661179,1,0,10,1,10,None,0,1,None,4,0,10,4,10,None,0,1,None,1,0,10,1,10,None,1,2,None,1,0,10,1,10,No population mentioned,0,1,None,4,0,10,4,10,None,2,4,None,,deepseek
31661179,3,0,10,3,10,includes subcategories of migraine,0,1,None,4,0,10,4,10,None,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,More details on GWAS,0,1,None,6,0,10,6,10,None,0,1,None,,o4-mini
31661179,3,0,10,3,10,includes subcategories of migraine,0,1,None,4,0,10,4,10,None,0,1,None,2,0,10,2,10,None,0,1,None,1,0,10,1,10,More details on GWAS,0,1,None,6,0,10,6,10,None,0,1,None,,gpt4-1
31661179,1,0,10,1,10,None,0,1,None,4,0,10,4,10,None,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,GWAS datasets,0,1,None,6,0,10,6,10,None,0,1,None,,gpt_4o
31661179,3,0,10,3,10,includes subcategories of migraine,0,1,None,4,0,10,4,10,None,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,More details on GWAS,0,1,None,6,0,10,6,10,None,0,1,None,,gpt_5
31661179,3,0,10,3,10,includes subcategories of migraine,0,1,None,4,0,10,4,10,None,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,More details on GWAS,0,1,None,6,0,10,6,10,None,0,1,None,,gpt_5mini
36789917,4,0,10,4,10,None,0,1,None,3,0,10,3,10,None,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,GWAS datasets,0,1,None,3,0,10,3,10,None,0,1,None,,llama3
36789917,4,0,10,4,10,None,0,1,None,4,0,10,4,10,None,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,GWAS datasets,0,1,None,7,0,10,7,10,None,0,1,None,Outcome from post hoc analysis is included,llama3-2
36789917,3,0,10,3,10,None,0,1,None,3,0,10,3,10,None,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,No information on population,0,1,None,4,0,10,4,10,None,0,1,None,Missed out on reporting one exposure,deepseek
36789917,4,0,10,4,10,None,0,1,None,3,0,10,3,10,None,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,Empty list,0,1,None,4,0,10,4,10,None,0,1,None,,o4-mini
36789917,4,0,10,4,10,None,0,1,None,3,0,10,3,10,None,0,1,None,4,0,10,4,10,None,0,1,None,1,0,10,1,10,No information on population,0,1,None,3,0,10,3,10,None,0,1,None,,gpt4-1
36789917,4,0,10,4,10,None,0,1,None,3,0,10,3,10,None,0,1,None,2,0,10,2,10,None,0,1,None,1,0,10,1,10,Empty list,0,1,None,4,0,10,4,10,None,0,1,None,,gpt_4o
36789917,4,0,10,4,10,None,0,1,None,4,0,10,4,10,includes CAD part of post hoc analysis,0,1,None,5,0,10,5,10,None,0,1,None,1,0,10,1,10,More details on GWAS,0,1,None,7,0,10,7,10,None,0,1,None,,gpt_5
36789917,4,0,10,4,10,None,0,1,None,3,0,10,3,10,None,0,1,None,6,0,10,6,10,None,0,1,None,1,0,10,1,10,More details on GWAS,0,1,None,4,0,10,4,10,None,0,1,None,,gpt_5mini
38672162,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,5,0,10,5,10,None,0,1,None,2,0,10,2,10,UKB and Biobank Japan,0,1,None,3,0,10,3,10,None,0,1,None,,llama3
38672162,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,5,0,10,5,10,None,0,1,None,2,0,10,2,10,UKB and Biobank Japan,0,1,None,3,0,10,3,10,None,0,1,None,,llama3-2
38672162,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,4,8,missing sensitivity analyses methods,0,0,1,0,1,No population was extracted,2,10,Missing to extract two ancestries,3,0,10,3,10,None,0,1,None,,deepseek
38672162,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,6,0,10,6,10,None,0,1,None,2,0,10,2,10,UKB and Biobank Japan,0,1,None,3,0,10,3,10,None,0,1,None,,o4-mini
38672162,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,6,0,10,6,10,None,0,1,None,2,0,10,2,10,UKB and Biobank Japan,0,1,None,3,0,10,3,10,None,0,1,None,,gpt4-1
38672162,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,3,0,10,3,10,None,3,5,Missing sensitivity methods,2,0,10,2,10,UKB and Biobank Japan,0,1,None,3,0,10,3,10,None,0,1,None,,gpt_4o
38672162,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,6,0,10,6,10,None,0,1,None,2,0,10,2,10,UKB and Biobank Japan and more details,0,1,None,3,0,10,3,10,None,0,1,None,,gpt_5
38672162,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,6,0,10,6,10,None,0,1,None,2,0,10,2,10,UKB and Biobank Japan and more details,0,1,None,3,0,10,3,10,None,0,1,None,,gpt_5mini
35957835,0,0,1,0,1,Did not extract at all,1,10,Did not extract any data,0,0,1,0,1,Did not extract at all,1,10,Did not extract any data,0,0,1,0,1,Did not extract at all,1,10,Did not extract any data,0,0,1,0,1,Did not extract at all,1,10,Did not extract any data,0,0,1,0,1,Did not extract at all,1,10,Did not extract any data,,llama3
35957835,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,2,0,10,2,10,None,0,1,None,1,0,10,1,10,More details on GWAS,0,1,None,6,0,10,6,10,None,0,1,None,,llama3-2
35957835,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,0,0,1,0,1,Did not extract at all,1,10,Did not extract any data,0,0,1,0,1,Did not extract at all,1,10,Did not extract any data,6,0,10,6,10,None,0,1,None,this model is struggling with categories of exposure and outcome,deepseek
35957835,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,2,0,10,2,10,None,0,1,None,1,0,10,1,10,More details on GWAS,0,1,None,8,0,10,8,10,None,0,1,None,,o4-mini
35957835,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,3,1,9,2,10,None,0,1,None,1,0,10,1,10,More details on GWAS,0,1,None,8,0,10,8,10,None,0,1,None,,gpt4-1
35957835,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,4,2,7,2,10,None,0,1,None,1,0,10,1,10,More details on GWAS,0,1,None,6,0,10,6,10,None,0,1,None,,gpt_4o
35957835,1,0,10,1,10,None,0,1,None,3,0,10,3,10,None,0,1,None,3,1,9,2,10,None,0,1,None,1,0,10,1,10,More details on GWAS,0,1,None,8,0,10,8,10,None,0,1,None,Extracted glucose traitsalthough not really outcomes but mentioned as being associated ,gpt_5
35957835,1,0,10,1,10,None,0,1,None,3,0,10,3,10,None,0,1,None,4,2,7,2,10,None,0,1,None,1,0,10,1,10,More details on GWAS,0,1,None,9,0,10,9,10,None,0,1,None,Extracted glucose traitsalthough not really outcomes but mentioned as being associated ,gpt_5mini
37495778,4,0,10,4,10,None,0,1,None,1,0,10,1,10,None,0,1,None,9,0,10,9,10,None,0,1,None,1,0,10,1,10,More details on GWAS,0,1,None,4,0,10,4,10,None,0,1,None,,llama3
37495778,4,0,10,4,10,None,0,1,None,1,0,10,1,10,None,0,1,None,9,0,10,9,10,None,0,1,None,1,0,10,1,10,More details on GWAS,0,1,None,4,0,10,4,10,None,0,1,None,,llama3-2
37495778,1,0,10,1,10,None,3,7,Missing the subtypes of exposure,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,8,9,Missing methods,0,0,1,0,1,DId not extract the population,1,10,Missing European descent,4,0,10,4,10,None,0,1,None,Does not extract specific exposures besides the blacket term,deepseek
37495778,4,0,10,4,10,None,0,1,None,1,0,10,1,10,None,0,1,None,10,0,10,10,10,None,0,1,None,1,0,10,1,10,More details on GWAS,0,1,None,4,0,10,4,10,None,0,1,None,,o4-mini
37495778,4,0,10,4,10,None,0,1,None,1,0,10,1,10,None,0,1,None,8,0,10,8,10,None,0,1,None,1,0,10,1,10,None,0,1,None,4,0,10,4,10,None,0,1,None,,gpt4-1
37495778,4,0,10,4,10,None,0,1,None,1,0,10,1,10,None,0,1,None,2,0,10,2,10,None,7,1,None,1,0,10,1,10,More details on GWAS,0,1,None,4,0,10,4,10,None,0,1,None,,gpt_4o
37495778,4,0,10,4,10,None,0,1,None,1,0,10,1,10,None,0,1,None,11,0,10,11,10,None,0,1,None,1,0,10,1,10,More details on GWAS,0,1,None,4,0,10,4,10,None,0,1,None,,gpt_5
37495778,4,0,10,4,10,None,0,1,None,1,0,10,1,10,None,0,1,None,11,0,10,11,10,None,0,1,None,1,0,10,1,10,More details on GWAS,0,1,None,4,0,10,4,10,None,0,1,None,,gpt_5mini
32062614,1,0,10,1,10,None,2,5,Missing subtypes of exposure,1,0,10,1,10,None,0,1,None,2,0,10,2,10,None,0,1,None,1,0,10,1,10,None,0,1,None,3,0,10,3,10,None,0,1,None,,llama3
32062614,1,0,10,1,10,None,2,5,Missing subtypes of exposure,1,0,10,1,10,None,0,1,None,2,0,10,2,10,None,0,1,None,1,0,10,1,10,None,0,1,None,4,0,10,4,10,None,0,1,None,,llama3-2
32062614,3,0,10,3,10,None,0,1,None,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,1,3,None,1,0,10,1,10,None,0,1,None,3,0,10,3,10,None,0,1,None,,deepseek
32062614,3,0,10,3,10,None,1,1,missing subcategories,3,0,10,3,10,None,0,1,None,4,0,10,4,10,None,0,1,None,1,0,10,1,10,None,0,1,None,4,0,10,4,10,None,0,1,None,,o4-mini
32062614,3,0,10,3,10,None,1,1,missing subcategories,2,0,10,2,10,None,0,1,None,4,0,10,4,10,None,0,1,None,1,0,10,1,10,None,0,1,None,4,0,10,4,10,None,0,1,None,,gpt4-1
32062614,3,0,10,3,10,None,1,1,missing subcategories,3,0,10,3,10,None,0,1,None,5,2,10,3,10,None,0,1,None,1,0,10,1,10,None,0,1,None,2,0,10,2,10,None,0,1,None,,gpt_4o
32062614,4,0,10,4,10,None,0,1,None,4,0,10,4,10,None,0,1,None,4,0,10,4,10,None,0,1,None,1,0,10,1,10,None,0,1,None,4,0,10,4,10,None,0,1,None,,gpt_5
32062614,4,0,10,4,10,None,0,1,None,4,0,10,4,10,None,0,1,None,4,0,10,4,10,None,0,1,None,1,0,10,1,10,None,0,1,None,4,0,10,4,10,None,0,1,None,,gpt_5mini
34227468,2,0,10,2,10,None,1,3,Did not break down smoking to two subcategories,3,0,10,3,10,None,0,1,None,4,0,10,4,10,None,0,1,None,1,0,10,1,10,No mention of population,0,1,None,3,0,10,3,10,None,0,1,None,,llama3
34227468,4,0,10,4,10,None,0,1,None,3,0,10,3,10,None,0,1,None,4,0,10,4,10,None,0,1,None,1,0,10,1,10,No mention of population,0,1,None,7,0,10,7,10,None,0,1,None,Includes the broad exposure category,llama3-2
34227468,2,0,10,2,10,None,1,3,Did not break down smoking to two subcategories,1,0,10,1,10,None,2,5,Missing out ACE and covid19 subcategories,6,0,10,5,10,Includes Other category,0,1,None,1,0,10,1,10,No mention of population,0,1,None,7,0,10,7,10,None,0,1,None,,deepseek
34227468,3,0,10,3,10,None,0,1,None,6,0,10,6,10,None,0,1,None,5,0,10,5,10,None,0,1,None,1,0,10,1,10,No mention of population,0,1,None,6,0,10,6,10,None,0,1,None,,o4-mini
34227468,2,0,10,2,10,None,1,3,Did not break down smoking to two subcategories,2,0,10,2,10,None,1,3,"broad categories are reported, missing COVID severity",6,0,10,6,10,None,0,1,None,1,0,10,1,10,No mention of population,0,1,None,7,0,10,7,10,None,0,1,None,,gpt4-1
34227468,2,0,10,2,10,None,1,3,Did not break down smoking to two subcategories,3,0,10,3,10,None,0,1,None,3,0,10,2,10,None,0,1,None,1,0,10,1,10,No mention of population,0,1,None,4,0,10,4,10,None,0,1,None,,gpt_4o
34227468,3,0,10,3,10,None,0,1,None,3,0,10,3,10,None,0,1,None,7,0,10,7,10,None,0,1,None,1,0,10,1,10,More details on dataset,0,1,None,6,0,10,6,10,None,0,1,None,,gpt_5
34227468,3,0,10,3,10,None,0,1,None,3,0,10,3,10,None,0,1,None,7,0,10,7,10,None,0,1,None,1,0,10,1,10,More details on dataset,0,1,None,7,0,10,7,10,None,0,1,None,,gpt_5mini
37271768,1,0,10,1,10,None,0,1,None,4,0,10,4,10,None,0,1,None,4,0,10,4,10,None,0,1,None,1,0,10,1,10,None,0,1,None,4,0,10,4,10,None,0,1,None,,llama3
37271768,1,0,10,1,10,None,0,1,None,4,0,10,4,10,None,0,1,None,4,0,10,4,10,None,0,1,None,1,0,10,1,10,None,0,1,None,6,0,10,6,10,None,0,1,None,,llama3-2
37271768,1,0,10,1,10,None,0,1,None,2,0,10,2,10,None,2,5,Missing the no causal outcomes,1,0,10,1,10,None,3,9,None,1,0,10,1,10,None,0,1,None,4,0,10,4,10,None,0,1,None,,deepseek
37271768,1,0,10,1,10,None,0,1,None,4,0,10,4,10,None,0,1,None,8,0,10,8,10,None,0,1,None,1,0,10,1,10,More details about the dataset,0,1,None,6,0,10,6,10,None,0,1,None,,o4-mini
37271768,1,0,10,1,10,None,0,1,None,4,0,10,4,10,None,0,1,None,7,0,10,7,10,None,0,1,None,1,0,10,1,10,None,0,1,None,5,0,10,5,10,None,0,1,None,,gpt4-1
37271768,1,0,10,1,10,None,0,1,None,4,0,10,4,10,None,0,1,None,2,0,10,2,10,Presents the broad categories only,0,1,None,1,0,10,1,10,None,0,1,None,3,0,10,3,10,None,0,1,None,,gpt_4o
37271768,1,0,10,1,10,None,0,1,None,4,0,10,4,10,None,0,1,None,8,0,10,8,10,None,0,1,None,1,0,10,1,10,More details about the dataset,0,1,None,6,0,10,6,10,None,0,1,None,,gpt_5
37271768,1,0,10,1,10,None,0,1,None,4,0,10,4,10,None,0,1,None,8,0,10,8,10,None,0,1,None,1,0,10,1,10,More details about the dataset,0,1,None,6,0,10,6,10,None,0,1,None,,gpt_5mini
38643889,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,5,0,10,5,10,None,0,1,None,1,0,10,1,10,No data on population,0,1,None,4,0,10,4,10,None,0,1,None,,llama3
38643889,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,6,0,10,6,10,None,0,1,None,1,0,10,1,10,No data on population,0,1,None,4,0,10,4,10,None,0,1,None,,llama3-2
38643889,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,5,0,10,5,10,None,0,1,None,1,0,10,1,10,No data on population,0,1,None,6,0,10,6,10,None,0,1,None,,deepseek
38643889,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,6,0,10,6,10,None,0,1,None,1,0,10,1,10,No data on population,0,1,None,4,0,10,4,10,None,0,1,None,,o4-mini
38643889,2,0,10,2,10,None,0,1,None,2,0,10,2,10,None,0,1,None,7,0,10,7,10,None,0,1,None,1,0,10,1,10,No data on population,0,1,None,4,0,10,4,10,None,0,1,None,Efficient with Bidirectional MR,gpt4-1
38643889,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,0,1,None,3,0,10,3,10,None,3,2,Missing subcategories,1,0,10,1,10,No data on population,0,1,None,4,0,10,4,10,None,0,1,None,,gpt_4o
38643889,2,0,10,2,10,None,0,1,None,2,0,10,2,10,None,0,1,None,7,0,10,7,10,None,0,1,None,1,0,10,1,10,No data on population,0,1,None,4,0,10,4,10,None,0,1,None,Efficient with Bidirectional MR,gpt_5
38643889,2,0,10,2,10,None,0,1,None,2,0,10,2,10,None,0,1,None,4,0,10,4,10,None,0,1,None,1,0,10,1,10,No data on population,0,1,None,4,0,10,4,10,None,0,1,None,Efficient with Bidirectional MR,gpt_5mini
38625888,6,0,10,6,10,None,0,1,None,1,0,10,1,10,None,0,1,None,1,0,10,1,10,None,1,2,None,1,0,10,1,10,More details about the dataset,0,1,None,6,0,10,6,10,None,0,1,None,Challenging to know exposure and outcomes,llama3
38625888,7,1,10,6,10,None,0,1,None,1,0,10,1,10,None,0,1,None,3,0,10,3,10,None,0,1,None,1,0,10,1,10,More details about the dataset,0,1,None,6,0,10,6,10,None,0,1,None,Challenging to know exposure and outcomes,llama3-2
38625888,1,0,10,1,10,None,3,4,Extracted SNPs in general and does not include the variables,1,3,6,1,10,None,0,1,None,2,0,10,2,10,None,0,1,None,1,0,10,1,10,More details about the dataset,0,1,None,6,0,10,6,10,None,0,1,None,Challenging to know exposure and outcomes,deepseek
38625888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,o4-mini
38625888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gpt4-1
38625888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gpt_4o
